file_name,class_name,hu_0,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,har_0,har_1,har_2,har_3,har_4,har_5,har_6,har_7,har_8,har_9,har_10,har_11,har_12,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,rgb_hist_0,rgb_hist_1,rgb_hist_2,rgb_hist_3,rgb_hist_4,rgb_hist_5,rgb_hist_6,rgb_hist_7,rgb_hist_8,rgb_hist_9,rgb_hist_10,rgb_hist_11,rgb_hist_12,rgb_hist_13,rgb_hist_14,rgb_hist_15,rgb_hist_16,rgb_hist_17,rgb_hist_18,rgb_hist_19,rgb_hist_20,rgb_hist_21,rgb_hist_22,rgb_hist_23,hsv_hist_0,hsv_hist_1,hsv_hist_2,hsv_hist_3,hsv_hist_4,hsv_hist_5,hsv_hist_6,hsv_hist_7,hsv_hist_8,hsv_hist_9,hsv_hist_10,hsv_hist_11,hsv_hist_12,hsv_hist_13,hsv_hist_14,hsv_hist_15,hsv_hist_16,hsv_hist_17,hsv_hist_18,hsv_hist_19,hsv_hist_20,hsv_hist_21,hsv_hist_22,hsv_hist_23,rgb_stat_0,rgb_stat_1,rgb_stat_2,rgb_stat_3,rgb_stat_4,rgb_stat_5
0-01-V1-B.png,acerola,0.0015195003256308023,2.1197673814394588e-08,3.167320410005663e-14,4.27084687140264e-12,1.3744494658573734e-24,-6.214917871382825e-16,-7.604321648637641e-25,0.1251730212138977,373.7950852529359,0.9307008319223534,2698.1113811626196,0.4558470191089457,120.27420518418147,10418.650439397545,5.980765303170063,8.230350296724986,0.0006848843764762254,3.964737958033635,-0.4269001349129691,0.9941180537009786,0.03387533874828736,0.04125263474235883,0.03884372176470284,0.0740740740629217,0.15356820232556936,0.08822643780665064,0.04140319180346233,0.04351099065891132,0.4223125563953158,0.06293285154126274,0.6954417,0.6767823,0.23828587,0.035049457,0.014372799,0.009581866,0.004286624,0.0010086175,0.9699851,0.22420333,0.082955234,0.035668712,0.023847083,0.010802524,0.0042802454,0.002038212,0.6597478,0.003669634,0.012581603,0.016251236,0.030929774,0.06946093,0.24088527,0.707453,0.6419975,0.0,0.0,0.0,0.0,0.76670665,0.0,0.0,0.717893,0.007982925,0.009693551,0.020242415,0.05188901,0.15794785,0.35039335,0.5776216,0.6597478,0.003669634,0.012581603,0.016251236,0.030929774,0.06946093,0.24088527,0.707453,36.44414333032219,23.894610057211683,136.62902740138512,35.022055633346795,36.77049892977688,109.59071424957298
0-01-V1-W.png,acerola,0.005756594066679367,1.965297075773035e-07,4.79007860517015e-10,2.1401600926527074e-09,-1.2948678734396391e-18,-4.3661569857467466e-13,-1.7374730644190224e-18,0.1099991951832228,257.1354869561413,0.7171249769786984,454.396870134235,0.5511225796711157,37.68554468648959,1560.451993580799,5.277612557209427,7.216866796198426,0.0011501169815197976,3.4105284187743097,-0.4203699270439445,0.9889244522507271,0.039757532529905944,0.044392939910074355,0.02585131038940073,0.05580317346125812,0.10732750934082233,0.08967730431633494,0.04367980031312537,0.057586022453630585,0.46211445882294266,0.07380994828422001,0.99520075,0.09289878,0.030297443,0.0050161327,0.0014045172,0.00040129063,0.00020064531,0.0,0.99572295,0.08756458,0.029121704,0.0041887383,0.0015957098,0.00039892746,0.00019946373,0.0,0.65363824,0.70941454,0.25446063,0.068740554,0.0033164301,0.0012059746,0.00030149365,0.0,0.6033912,0.0,0.0,0.0,0.0,0.79744536,0.0,0.0,0.6581627,0.029382264,0.061049815,0.07312919,0.06790568,0.07704683,0.13842312,0.7260684,0.65363824,0.70941454,0.25446063,0.068740554,0.0033164301,0.0012059746,0.00030149365,0.0,11.815653414155822,9.599215546443217,38.40880727402389,18.809122681019378,18.988351781975254,32.638398232887184
0-01-V2-B.png,acerola,0.0015316552028356862,9.650026897191233e-08,3.3289953219231226e-11,2.3992958385299945e-11,-3.76783201667659e-22,-1.265358575782712e-16,5.637639416619756e-22,0.08651956478718414,274.3401940251419,0.946454869154019,2564.2902670999565,0.44432584671026576,133.78296663160356,9982.82087437469,6.392100471401273,8.670595203517387,0.0006464297033094633,3.6818084864869167,-0.4469083706069826,0.9964573697804117,0.029704301071276303,0.03696236558642979,0.03655913978003237,0.08360215052639755,0.17997311825537995,0.10900537632943476,0.056854838702035636,0.04395161289731833,0.35819892468303777,0.0651881720342489,0.65439963,0.68916464,0.3103854,0.018859435,0.009543329,0.004544442,0.0015905547,0.002044999,0.9026825,0.3697113,0.21802427,0.028518815,0.0099195875,0.0049597938,0.0016532646,0.0020665808,0.5817311,0.004401496,0.02102937,0.042303268,0.06504433,0.074825436,0.27093655,0.75901353,0.72158855,0.0,0.0,0.0,0.0,0.69232213,0.0,0.0,0.64642733,0.005420774,0.010299471,0.017888555,0.034692954,0.33906943,0.51361835,0.44911113,0.5817311,0.004401496,0.02102937,0.042303268,0.06504433,0.074825436,0.27093655,0.75901353,38.50766129032258,29.685887096774195,146.85873655913977,32.39420241195608,33.55350188874487,105.42412201023788
0-01-V2-W.png,acerola,0.0039025917940993015,4.3047968963286285e-07,1.0947892622412503e-09,1.836931043206685e-09,-1.9123957803330127e-18,-8.745274419086398e-14,1.76880409276333e-18,0.0608531535381684,454.96671318362024,0.7493040816396414,907.5422819111834,0.5159682650735362,63.51039532824492,3175.202414461114,6.293212039405823,8.425435918705153,0.0008289277876154897,3.459893541740799,-0.4753539554740586,0.9972601532655748,0.03152946571525688,0.046892914463782055,0.02648475120081578,0.0739509286776025,0.1442329740719751,0.1284109149130462,0.058358174723875465,0.06615455170073899,0.355079110255093,0.06890621416316141,0.9739576,0.21870658,0.052654307,0.027797945,0.004118214,0.0026474234,0.001912028,0.0010295535,0.9948283,0.08856236,0.04155106,0.026768472,0.0045280005,0.001997647,0.001997647,0.0013317647,0.5983405,0.34922597,0.4491046,0.56085694,0.060998138,0.0053547984,0.004423529,0.0023281733,0.45380104,0.0,0.0,0.0,0.0,0.891103,0.0,0.0,0.5644938,0.09060066,0.06619012,0.047178067,0.064077675,0.1065614,0.4177958,0.69030195,0.5983405,0.34922597,0.4491046,0.56085694,0.060998138,0.0053547984,0.004423529,0.0023281733,22.15856454941527,16.740082549873883,63.30016051364366,26.83886477432017,27.388408946832033,46.78131732830653
0-02-V1-B.png,acerola,0.0011626300635694626,1.4888078095676427e-08,7.624927420555376e-12,3.682817388742237e-12,-1.9103626233071942e-23,-2.389079223807002e-16,-3.990116435924694e-24,0.09527689509637308,363.1754958094764,0.9566303292253369,4190.180659276786,0.4607361165449397,171.7203970059067,16397.547141297673,6.282449043716303,8.576527928945428,0.0006710607004723432,3.6507039914300283,-0.438915703999052,0.9958186554670061,0.02903846153566938,0.03749999999639423,0.036538461534948226,0.08538461537640532,0.1767307692137759,0.09884615383664941,0.05134615384121671,0.04730769230314349,0.3736538461179179,0.0636538461477256,0.76737106,0.6033922,0.2155642,0.022197329,0.0073470036,0.0060964497,0.0025011075,0.0012505538,0.7496879,0.11442701,0.27942747,0.56831473,0.15317574,0.01710038,0.0070948387,0.002728784,0.59132445,0.0,0.01796079,0.03384918,0.03574888,0.047319774,0.34384552,0.7260304,0.99879545,0.0,0.0,0.0,0.0,0.04906823,0.0,0.0,0.6363877,0.0042623524,0.007598106,0.012231098,0.03409882,0.38157317,0.6326813,0.21849188,0.59132445,0.0,0.01796079,0.03384918,0.03574888,0.047319774,0.34384552,0.7260304,33.75557692307692,62.92,146.53384615384616,31.871736147435946,53.93063515009171,105.93023106950099
0-02-V1-W.png,acerola,0.002724916759771456,2.6007434161331055e-08,1.7826437993199842e-10,5.745191740039428e-10,-1.708131687759134e-19,-5.980376291203163e-14,6.802679309951217e-20,0.041765779526791794,555.6158231623449,0.7888362201668314,1316.2834690341901,0.39150961281100716,94.65962974223845,4709.51805297442,6.802097595370668,9.575517107412951,0.0005266843922959648,4.021704762696544,-0.4085250001441175,0.99616430672852,0.03967391303916588,0.055108695646183835,0.03641304347430293,0.07804347825238657,0.17010869563368383,0.11891304346533553,0.06456521738428639,0.06010869564564036,0.29130434779442343,0.08576086955589556,0.9646091,0.24831234,0.085629955,0.020062706,0.009885971,0.0047976035,0.00377993,0.00043614578,0.84129375,0.51239926,0.16712047,0.038460128,0.013452422,0.00793348,0.0037942727,0.0022420702,0.49924922,0.28873408,0.3712985,0.60112697,0.4079938,0.04031655,0.007966743,0.004345496,0.98124754,0.00025530052,0.0,0.0,0.00012765026,0.19275188,0.0,0.0,0.5668857,0.062315572,0.038830973,0.07091884,0.13788483,0.3008819,0.7003526,0.26112086,0.49924922,0.28873408,0.3712985,0.60112697,0.4079938,0.04031655,0.007966743,0.004345496,25.799891304347828,33.66880434782609,80.325,29.080698439468673,33.12179409727966,52.768366110355565
0-02-V2-B.png,acerola,0.0011841081050507673,3.9210219357107614e-08,1.895013749526966e-11,7.478012408496566e-12,1.6093263424695727e-23,1.4799510966727331e-15,-8.75527804005917e-23,0.11207584679571114,386.40151828427486,0.9551032504157415,4307.409527901397,0.5071569539078318,169.19763191197907,16843.236593321315,5.911446889929227,7.918850271027313,0.00081669722469971,3.3750444751621993,-0.45839707882778474,0.9953198446771543,0.021739130431828922,0.042391304342066394,0.03192934782174873,0.08491847824933173,0.16331521736911478,0.09646739129124084,0.044157608689652496,0.04307065216806105,0.40883152168358267,0.0631793478175028,0.6585103,0.72472924,0.20276839,0.0036788287,0.0012984101,0.0010820085,0.00021640169,0.00043280338,0.7419905,0.07253473,0.32615787,0.57108676,0.10780847,0.006706978,0.001242033,0.0007452198,0.5989561,0.0024947056,0.011566362,0.01610219,0.024039889,0.030390048,0.21567863,0.7699568,0.9989819,0.0,0.0,0.0,0.0,0.045111652,0.0,0.0,0.63398254,0.00072016194,0.0019204319,0.0031207018,0.01872421,0.37928528,0.6711909,0.05785301,0.5989561,0.0024947056,0.011566362,0.01610219,0.024039889,0.030390048,0.21567863,0.7699568,34.55665760869565,61.31236413043478,144.45625,28.858520080207242,52.54504133471976,110.59591420170734
0-02-V2-W.png,acerola,0.002545504324239372,1.419042129665318e-07,2.2797827203364075e-10,6.388079085058929e-10,8.320533864325878e-20,1.4682557693330273e-13,-2.2914335525677215e-19,0.049788471418060455,493.2587965983786,0.8078147820403888,1284.5531039026796,0.46844107303314264,94.56420150943354,4644.953619012339,6.637267288128527,8.948112157532236,0.0007296931174786598,3.54786651713746,-0.4660598458106912,0.9977144431191589,0.03185550081578727,0.054022988496876354,0.029228243016547084,0.07668308701532298,0.15665024627969618,0.12463054185145639,0.06814449916779236,0.053366174047066305,0.3247947454310682,0.08062397371418326,0.97753525,0.20410755,0.05123264,0.010493432,0.00288055,0.0034978108,0.0030863036,0.00020575357,0.8366117,0.5190091,0.17274483,0.02814527,0.0067135505,0.0038732025,0.0038732025,0.001549281,0.5374753,0.17378601,0.30762926,0.50418967,0.5756661,0.024876626,0.0077082505,0.0024526252,0.9964892,0.0,0.0,0.0,0.0,0.08372071,0.0,0.0,0.5030601,0.02195641,0.054568134,0.075555876,0.10881338,0.16499595,0.8020547,0.23538563,0.5374753,0.17378601,0.30762926,0.50418967,0.5756661,0.024876626,0.0077082505,0.0024526252,22.114121510673236,32.18292282430214,83.43267651888341,24.747279910735827,31.168476517194595,56.09180385171001
0-03-V1-B.png,acerola,0.0013055184865336795,5.837531550324356e-09,8.544586471227266e-13,1.4428261423993926e-11,1.6417526385594176e-23,-8.325065112921595e-16,4.7926154671135514e-23,0.09434900412236089,445.92750653752796,0.937448134035605,3565.7286710369503,0.38281785278202035,136.0481698376938,13816.987177610274,6.708518966547201,9.330969307475941,0.0004907066788766783,4.48932311635368,-0.43202003573144093,0.9970421554313829,0.04790940765854974,0.04805458768175746,0.04790940765854974,0.07810685248575684,0.11774099882146617,0.08420441346048135,0.05473286874931288,0.05023228802987336,0.385888501686137,0.08522067362293544,0.8038879,0.34764937,0.43928,0.1868171,0.06455173,0.027352428,0.010120398,0.0043763886,0.94229716,0.2388045,0.1965811,0.11005773,0.05906662,0.025380189,0.011074991,0.0059989537,0.68794745,0.048883613,0.08256561,0.086142465,0.083459824,0.12787238,0.3123782,0.6238622,0.62864596,0.0,0.0,0.0,0.0,0.7776916,0.0,0.0,0.7414001,0.017286532,0.043536447,0.11588378,0.20551765,0.31948072,0.37198055,0.3899073,0.68794745,0.048883613,0.08256561,0.086142465,0.083459824,0.12787238,0.3123782,0.6238622,48.98011033681765,38.04834494773519,130.049506387921,46.783355865633915,47.9538118930841,102.93826033649304
0-03-V1-W.png,acerola,0.004579207773464588,1.7355290113716135e-07,4.291216862058729e-10,3.605773263880144e-09,-4.273773827622211e-18,-1.3117312286872777e-12,1.3610421742700201e-18,0.0905134025239126,314.71817373248683,0.772683240484737,692.1505939639713,0.46412179649214147,47.681176537863465,2453.8842021233977,5.898183311960842,8.38288677322121,0.0006645715026552298,3.833767479478742,-0.38610263082919527,0.9906807155327157,0.04280722189450522,0.04668996310942633,0.04018637157443347,0.07095709570268326,0.11463793437054572,0.0921180353240033,0.04989322461173624,0.054455445539268545,0.406425936671867,0.08182877110446235,0.97234017,0.2280131,0.04972822,0.008840572,0.0033152148,0.0011050715,0.00073671434,0.0008595001,0.9891461,0.14107662,0.04012693,0.007818428,0.0036792601,0.0011497688,0.00045990752,0.0010347919,0.8067433,0.38980573,0.42483672,0.12861872,0.013222486,0.00291925,0.0012020441,0.0017172059,0.5021034,0.00013276134,0.0,0.0,0.0006638067,0.86480737,0.0,0.0,0.75626934,0.112538785,0.09233394,0.10841092,0.14252016,0.22616385,0.35695216,0.44298568,0.8067433,0.38980573,0.42483672,0.12861872,0.013222486,0.00291925,0.0012020441,0.0017172059,19.32915938652689,14.927781013395457,41.866239565132986,23.968692816768733,23.40333317283492,38.581657935786524
